Unnamed: 0,address,area,sqm,rooms,broker,monthly_fee,price_sold,date_sold,price_pct_change,street_id,street_name,city
19464,"Norrskogsvägen 21, 1tr","Stora Essingen,",28 sqm,1,Svensk Fastighetsförmedling Sthlm Kungsholmen,1660.0,2400000kr,Såld  4 februari 2016,27,475546,Norrskogsvägen,Stockholms kommun
19465,"Norrskogsvägen 21, vån 2","Kungsholmen Stora Essingen,",33 sqm,1,HusmanHagberg Kungsholmen,1957.0,2580000kr,Såld  1 september 2015,23,475546,Norrskogsvägen,Stockholms kommun
19466,Norrskogsvägen 9,"Stora Essingen,",55 sqm,3,Svensk Fastighetsförmedling,2926.0,3300000kr,Såld  8 oktober 2014,16,475546,Norrskogsvägen,Stockholms kommun
19467,Norrskogsvägen 37,"Kungsholmen - Stora Essingen,",80 sqm,4,Svensk Fastighetsförmedling,3802.0,4750000kr,Såld 13 september 2013,16,475546,Norrskogsvägen,Stockholms kommun
19468,Segelbåtsvägen 12,"Kungsholmen - Stora Essingen,","58,5 sqm",2,Wallin & Co AB,4097.0,3500000kr,Såld 29 maj 2020,-3,475547,Segelbåtsvägen,Stockholms kommun
19469,Segelbåtsvägen 10,"Stora Essingen,",90 sqm,4,Erik Olsson Fastighetsförmedling,5612.0,5900000kr,Såld  7 september 2019,7,475547,Segelbåtsvägen,Stockholms kommun
19470,"Segelbåtsvägen 12, 4 tr","Kungsholmen - Stora Essingen,","86,5 sqm",4,Wallin & Co AB,5465.0,5495000kr,Såld 23 augusti 2019,0,475547,Segelbåtsvägen,Stockholms kommun
19471,Segelbåtsvägen 10,"Stora Essingen,",70 sqm,2,HomeIcon AB,4809.0,4450000kr,Såld 11 juni 2019,0,475547,Segelbåtsvägen,Stockholms kommun
19472,"Segelbåtsvägen 12, 1 tr","Kungsholmen - Stora Essingen,","86,5 sqm",4,Svenska Mäklarhuset Kungsholmen,5465.0,5495000kr,Såld 15 maj 2019,0,475547,Segelbåtsvägen,Stockholms kommun
19473,Segelbåtsvägen 14,"Stora Essingen,",59 sqm,2,Mäklarhuset Essingen & Fredhäll,4313.0,3495000kr,Såld  3 maj 2019,0,475547,Segelbåtsvägen,Stockholms kommun
19474,"Segelbåtsvägen 14, 3 tr ","Kungsholmen - Stora Essingen,","58,5 sqm",2,Wallin & Co AB,4313.0,3500000kr,Såld  9 mars 2019,0,475547,Segelbåtsvägen,Stockholms kommun
19475,"Segelbåtsvägen 14, 1tr","Stora Essingen,",67 sqm,3,Notar,4787.0,4330000kr,Såld 21 juni 2018,8,475547,Segelbåtsvägen,Stockholms kommun
19476,"Segelbåtsvägen 14, 6 tr","Kungsholmen - Stora Essingen,","89,5 sqm",3,Wallin & Co AB,5951.0,7100000kr,Såld  9 mars 2018,9,475547,Segelbåtsvägen,Stockholms kommun
19477,"Segelbåtsvägen 12, 5 tr","Stora Essingen - Kungsholmen,","58,5 sqm",2,Wallin & Co AB,4468.0,4350000kr,Såld  3 maj 2017,9,475547,Segelbåtsvägen,Stockholms kommun
19478,"Segelbåtsvägen 12, 2 tr","Kungsholmen - Stora Essingen,","86,5 sqm",4,Wallin & Co AB,5907.0,6000000kr,Såld 15 september 2016,9,475547,Segelbåtsvägen,Stockholms kommun
19479,"Segelbåtsvägen 12, 4 tr","Kungsholmen - Stora Essingen,","58,5 sqm",2,Wallin & Co AB,4468.0,4050000kr,Såld 11 mars 2016,16,475547,Segelbåtsvägen,Stockholms kommun
19480,"Segelbåtsvägen 12, 6tr","Kungsholmen - Stora Essingen,","104,5 sqm",4,Svensk Fastighetsförmedling,6713.0,6500000kr,Såld 30 september 2015,2,475547,Segelbåtsvägen,Stockholms kommun
19481,Segelbåtsvägen 12,"Kungsholmen - Stora Essingen,",87 sqm,4,Mäklarhuset Essingen & Fredhäll,5907.0,5175000kr,Såld 18 februari 2015,-6,475547,Segelbåtsvägen,Stockholms kommun
19482,"Segelbåtsvägen 14, vån 4","Kungsholmen Stora Essingen,",67 sqm,2,HusmanHagberg Kungsholmen,4712.0,2990000kr,Såld  4 oktober 2013,0,475547,Segelbåtsvägen,Stockholms kommun
19483,"Segelbåtsvägen 10, 5 tr","Stora Essingen,",93 sqm,4,Svensk Fastighetsförmedling,5966.0,3975000kr,Såld  2 maj 2013,-1,475547,Segelbåtsvägen,Stockholms kommun
19484,Segelbåtsvägen 10,"Stora Essingen,","89,5 sqm",3,Fastighetsbyrån Bromma,5810.0,4600000kr,Såld 11 april 2013,-3,475547,Segelbåtsvägen,Stockholms kommun
19485,Stenshällsvägen 13,"Stora Essingen,",37 sqm,2,BOSTHLM,,2750000kr,Såld  4 juni 2020,0,475549,Stenshällsvägen,Stockholms kommun
19486,Stenshällsvägen 13,"Kungsholmen - Stora Essingen,",34 sqm,"1,5",Wallin & Co AB,1964.0,2730000kr,Såld 29 maj 2020,15,475549,Stenshällsvägen,Stockholms kommun
19487,Stenshällsvägen 10,"Kungsholmen / Stora Essingen,",24 sqm,1,Svenska Mäklarhuset Bromma-Essingen,1004.0,2000000kr,Såld 22 april 2020,0,475549,Stenshällsvägen,Stockholms kommun
19488,Stenshällsvägen 13,"Kungsholmen/Essingeöarna,",35 sqm,2,Erik Olsson Fastighetsförmedling,2002.0,2950000kr,Såld 22 april 2020,-2,475549,Stenshällsvägen,Stockholms kommun
19489,Stenshällsvägen 10,"Kungsholmen / Stora Essingen,",42 sqm,2,Svenska Mäklarhuset Essingen,1758.0,3100000kr,Såld 23 januari 2020,9,475549,Stenshällsvägen,Stockholms kommun
19490,Stenshällsvägen 13,"Stora Essingen,",35 sqm,1,Länsförsäkringar Fastighetsförmedling Stockholm - Kungsholmen,2002.0,2610000kr,Såld  8 januari 2020,9,475549,Stenshällsvägen,Stockholms kommun
19491,Stenshällsvägen 7,"Stora Essingen,","50,5 sqm",2,ERA Enskede-Farsta kontoret,2515.0,3475000kr,Såld 18 juni 2019,12,475549,Stenshällsvägen,Stockholms kommun
19492,"Stenshällsvägen 13, 2 tr","Kungsholmen - Stora Essingen,",37 sqm,2,SkandiaMäklarna Stockholm Kungsholmen,2181.0,2820000kr,Såld 18 december 2018,9,475549,Stenshällsvägen,Stockholms kommun
19493,"Stenshällsvägen 10, 2tr","Stora Essingen,",25 sqm,1,Svensk Fastighetsförmedling Sthlm Kungsholmen,1047.0,2000000kr,Såld  4 oktober 2018,8,475549,Stenshällsvägen,Stockholms kommun
19494,"Stenshällsvägen 13, 2 tr","Kungsholmen - Stora Essingen,",48 sqm,3,Karlsson & Uddare AB,2359.0,4000000kr,Såld 23 februari 2018,10,475549,Stenshällsvägen,Stockholms kommun
19495,"Stenshällsvägen 5, 1+2 tr","Stora Essingen,",99 sqm,4,Svensk Fastighetsförmedling Sthlm Kungsholmen,6632.0,6100000kr,Såld 30 augusti 2017,-2,475549,Stenshällsvägen,Stockholms kommun
19496,Stenshällsvägen 5,"Kungsholmen - Stora Essingen,",18 sqm,1,Länsförsäkringar Fastighetsförmedling Stockholm - Kungsholmen,1175.0,2200000kr,Såld 30 mars 2017,23,475549,Stenshällsvägen,Stockholms kommun
19497,"Stenshällsvägen 10, 0,5tr","Stora Essingen/Lilla Essingen,",42 sqm,2,Notar,1758.0,2900000kr,Såld 20 januari 2017,9,475549,Stenshällsvägen,Stockholms kommun
19498,"Stenshällsvägen 13, 2 tr","Kungsholmen - Stora Essingen,",49 sqm,3,Karlsson & Uddare AB,2359.0,4220000kr,Såld  5 oktober 2016,16,475549,Stenshällsvägen,Stockholms kommun
19499,"Stenshällsvägen 13, 1 / 2 tr","Stora Essingen,",34 sqm,1,Svensk Fastighetsförmedling Sthlm Kungsholmen,1964.0,2660000kr,Såld 30 augusti 2016,16,475549,Stenshällsvägen,Stockholms kommun
19500,"Stenshällsvägen 10, 1,5tr","Stora Essingen,",58 sqm,"2,5",Notar,2436.0,3845000kr,Såld  4 september 2014,10,475549,Stenshällsvägen,Stockholms kommun
19501,"Stenshällsvägen 10, 0,5tr","Stora Essingen,",24 sqm,1,Notar,1004.0,1815000kr,Såld 17 april 2014,21,475549,Stenshällsvägen,Stockholms kommun
19502,Stenshällsvägen 13,"Stora Essingen,",35 sqm,1,Notar,2002.0,1950000kr,Såld  9 april 2014,9,475549,Stenshällsvägen,Stockholms kommun
19503,Stenshällsvägen 5,"Kungsholmen - Stora Essingen,",33 sqm,2,Svenska Mäklarhuset Hägersten/Liljeholmen,1970.0,1870000kr,Såld 15 januari 2014,-1,475549,Stenshällsvägen,Stockholms kommun
19504,Stenshällsvägen 10,"Stora Essingen,",24 sqm,1,Notar,1004.0,1600000kr,Såld 10 oktober 2013,10,475549,Stenshällsvägen,Stockholms kommun
19505,Stenshällsvägen 10,"Stora Essingen,",147 sqm,"5,5",Länsförsäkringar Fastighetsförmedling Stockholm - Södermalm,6031.0,7500000kr,Såld 19 mars 2013,0,475549,Stenshällsvägen,Stockholms kommun
19506,"Strykerskevägen 1, 1 tr","Kungsholmen - Stora Essingen,","66,4 sqm",3,Wallin & Co AB,2709.0,5050000kr,Såld 22 april 2019,2,475551,Strykerskevägen,Stockholms kommun
19507,"Strykerskevägen 1, 1 tr","Kungsholmen - Stora Essingen,","66,4 sqm",3,Wallin & Co AB,2709.0,5510000kr,Såld 22 mars 2017,10,475551,Strykerskevägen,Stockholms kommun
19508,"Strykerskevägen 1, 2,5tr","Stora Essingen,","27,7 sqm",1,Svensk Fastighetsförmedling Sthlm Kungsholmen,1210.0,2650000kr,Såld 17 mars 2016,36,475551,Strykerskevägen,Stockholms kommun
19509,"Tvätterskevägen 6, 1 tr","Kungsholmen - Stora Essingen,",47 sqm,3,Wallin & Co AB,2789.0,3275000kr,Såld 19 mars 2020,-1,475553,Tvätterskevägen,Stockholms kommun
19510,Tvätterskevägen 6,"Stora Essingen,",56 sqm,2,BOSTHLM Fastighetsmäklare AB,3069.0,3700000kr,Såld 21 augusti 2019,0,475553,Tvätterskevägen,Stockholms kommun
19511,"Tvätterskevägen 6, 2tr","Stora Essingen / Kungsholmen,",67 sqm,3,ERA Storstad,3671.0,4150000kr,Såld 17 juni 2019,4,475553,Tvätterskevägen,Stockholms kommun
19512,"Tvätterskevägen 6, 2 tr","Kungsholmen - Stora Essingen,",40 sqm,2,Wallin & Co AB,2351.0,2695000kr,Såld 30 september 2018,0,475553,Tvätterskevägen,Stockholms kommun
19513,Tvätterskevägen 6,"Stora Essingen - Kungsholmen,",48 sqm,2,Fastighetsbyrån Bromma,2630.0,2700000kr,Såld  7 september 2017,13,475553,Tvätterskevägen,Stockholms kommun
19514,"Tvätterskevägen 4, högst upp","Kungsholmen - Stora Essingen,",35 sqm,2,FANTASTIC FRANK,1918.0,3025000kr,Såld 24 maj 2017,21,475553,Tvätterskevägen,Stockholms kommun
19515,"Tvätterskevägen 6, 1tr","Stora Essingen/ Kungsholmen,",53 sqm,2,ERA Storstad,2630.0,3280000kr,Såld 10 januari 2017,19,475553,Tvätterskevägen,Stockholms kommun
19516,"Tvätterskevägen 6, 2 tr","Kungsholmen Stora Essingen,",67 sqm,3,HusmanHagberg Kungsholmen,3671.0,4020000kr,Såld  3 november 2016,1,475553,Tvätterskevägen,Stockholms kommun
19517,"Tvätterskevägen 6, 2tr","Stora Essingen/Kungsholmen,",55 sqm,2,ERA Storstad,3014.0,3260000kr,Såld 23 september 2016,9,475553,Tvätterskevägen,Stockholms kommun
19518,Tvätterskevägen 6,"Stora Essingen - Kungsholmen,",55 sqm,2,Fastighetsbyrån Bromma,3014.0,3550000kr,Såld 26 april 2016,8,475553,Tvätterskevägen,Stockholms kommun
19519,Tvätterskevägen 6,"Kungsholmen - Stora Essingen,",67 sqm,3,ERA Storstad,3671.0,4550000kr,Såld 14 april 2016,15,475553,Tvätterskevägen,Stockholms kommun
19520,Tvätterskevägen 6,"Stora Essingen - Kungsholmen,",59 sqm,2,Fastighetsbyrån Bromma,3069.0,3950000kr,Såld 22 februari 2016,13,475553,Tvätterskevägen,Stockholms kommun
19521,Tvätterskevägen 4,"Stora Essingen - Kungsholmen,",46 sqm,2,Fastighetsbyrån Bromma,2630.0,2950000kr,Såld 11 februari 2016,18,475553,Tvätterskevägen,Stockholms kommun
19522,"Aluddsparken 1, 1 tr","Kungsholmen - Stora Essingen,",129 sqm,6,Wallin & Co AB,5474.0,9975000kr,Såld  5 maj 2017,0,475554,Aluddsparken,Stockholms kommun
19523,Aluddsparken 1,"Stora Essingen - Kungsholmen,",77 sqm,"3,5",Fastighetsbyrån Bromma,2637.0,5550000kr,Såld 30 september 2016,1,475554,Aluddsparken,Stockholms kommun
19524,Badstrandsvägen 33,"Stockholm,",38 sqm,"1,5",Svensk Fastighetsförmedling Sthlm Kungsholmen,1742.0,2975000kr,Såld 11 september 2020,12,475556,Badstrandsvägen,Stockholms kommun
19525,Badstrandsvägen 33,"Stora Essingen,",38 sqm,1,Historiska Hem,1742.0,2810000kr,Såld  9 september 2020,17,475556,Badstrandsvägen,Stockholms kommun
19526,Badstrandsvägen 22,"Kungsholmen - Stora Essingen,",77 sqm,3,Wallin & Co AB,3481.0,5775000kr,Såld 20 augusti 2020,5,475556,Badstrandsvägen,Stockholms kommun
19527,Badstrandsvägen 24,"Stora Essingen,",77 sqm,3,Svensk Fastighetsförmedling Sthlm Kungsholmen,3481.0,5350000kr,Såld 18 augusti 2020,7,475556,Badstrandsvägen,Stockholms kommun
19528,Badstrandsvägen 22,"Kungsholmen / Stora Essingen,",77 sqm,3,Svenska Mäklarhuset Bromma-Essingen,3481.0,5895000kr,Såld  6 augusti 2020,0,475556,Badstrandsvägen,Stockholms kommun
19529,Badstrandsvägen 33,"Kungsholmen - Stora Essingen,",36 sqm,2,Widerlöv Stockholm,1650.0,2850000kr,Såld  8 juli 2020,0,475556,Badstrandsvägen,Stockholms kommun
19530,"Badstrandsvägen 20, 2 tr","Kungsholmen - Stora Essingen,",41 sqm,"1,5",Wallin & Co AB,2004.0,3430000kr,Såld 12 juni 2020,32,475556,Badstrandsvägen,Stockholms kommun
19531,Badstrandsvägen 26,"Kungsholmen - Stora Essingen,",54 sqm,2,Wallin & Co AB,2339.0,3495000kr,Såld  8 maj 2020,0,475556,Badstrandsvägen,Stockholms kommun
19532,Badstrandsvägen 20,"Kungsholmen - Essingeöarna,",45 sqm,"1,5",Wallin & Co AB,2167.0,2900000kr,Såld  5 maj 2020,8,475556,Badstrandsvägen,Stockholms kommun
19533,Badstrandsvägen 24,"Stora Essingen,",77 sqm,"2,5",Erik Olsson Fastighetsförmedling,3481.0,5160000kr,Såld  7 april 2020,5,475556,Badstrandsvägen,Stockholms kommun
19534,Badstrandsvägen 22,,77 sqm,2,Notar,3481.0,5300000kr,Såld 18 mars 2020,18,475556,Badstrandsvägen,Stockholms kommun
19535,"Badstrandsvägen 24, 2 tr","Kungsholmen - Stora Essingen,",77 sqm,"2,5",Wallin & Co AB,3481.0,6000000kr,Såld 13 mars 2020,21,475556,Badstrandsvägen,Stockholms kommun
19536,"Badstrandsvägen 22, 1½ tr","Kungsholmen Stora Essingen,",37 sqm,"1,5",HusmanHagberg Kungsholmen,1865.0,2870000kr,Såld 12 mars 2020,15,475556,Badstrandsvägen,Stockholms kommun
19537,"Badstrandsvägen 26, 2 tr","Kungsholmen - Stora Essingen,",56 sqm,2,Wallin & Co AB,2674.0,4275000kr,Såld  6 mars 2020,23,475556,Badstrandsvägen,Stockholms kommun
19538,Badstrandsvägen 8,"Kungsholmen - Stora Essingen,",101 sqm,5,Wallin & Co AB,4473.0,8310000kr,Såld 19 februari 2020,14,475556,Badstrandsvägen,Stockholms kommun
19539,"Badstrandsvägen 27, vån 2","Kungsholmen - Stora Essingen,",42 sqm,2,Wallin & Co AB,2468.0,3050000kr,Såld 12 februari 2020,23,475556,Badstrandsvägen,Stockholms kommun
19540,Badstrandsvägen 21,"Stora Essingen / Kungsholmen,",38 sqm,2,Mäklarhuset Essingen & Fredhäll,2480.0,2775000kr,Såld  7 februari 2020,7,475556,Badstrandsvägen,Stockholms kommun
19541,"Badstrandsvägen 29, våning 2","Kungsholmen - Stora Essingen,",55 sqm,"2,5",Wallin & Co AB,3184.0,3660000kr,Såld  5 februari 2020,5,475556,Badstrandsvägen,Stockholms kommun
19542,"Badstrandsvägen 4 B, 1 tr","Kungsholmen - Stora Essingen,","97,5 sqm",4,Wallin & Co AB,5774.0,6860000kr,Såld 27 november 2019,6,475556,Badstrandsvägen,Stockholms kommun
19543,Badstrandsvägen 20,"Kungsholmen - Stora Essingen,",45 sqm,"1,5",Wallin & Co AB,2168.0,3000000kr,Såld 23 oktober 2019,20,475556,Badstrandsvägen,Stockholms kommun
19544,"Badstrandsvägen 31, 2tr","Stora Essingen,",38 sqm,2,Diplomat Fastighetmäkleri,1742.0,2750000kr,Såld 14 oktober 2019,10,475556,Badstrandsvägen,Stockholms kommun
19545,Badstrandsvägen 32,"Stora Essingen / Kungsholmen,",35 sqm,"1,5",Mäklarhuset Essingen & Fredhäll,2117.0,2480000kr,Såld  2 oktober 2019,-1,475556,Badstrandsvägen,Stockholms kommun
19546,Badstrandsvägen 22,"Kungsholmen / Stora Essingen,",77 sqm,3,Svenska Mäklarhuset Essingen,3481.0,6000000kr,Såld 19 september 2019,23,475556,Badstrandsvägen,Stockholms kommun
19547,Badstrandsvägen 22,"Kungsholmen / Stora Essingen,",77 sqm,3,Svenska Mäklarhuset Bromma-Essingen,3481.0,6000000kr,Såld 19 september 2019,23,475556,Badstrandsvägen,Stockholms kommun
19548,"Badstrandsvägen 27, 2,5tr","Stora Essingen,",40 sqm,2,Svensk Fastighetsförmedling Sthlm Kungsholmen,2356.0,2950000kr,Såld  6 september 2019,18,475556,Badstrandsvägen,Stockholms kommun
19549,Badstrandsvägen 24,"Kungsholmen - Stora Essingen,",37 sqm,2,Wallin & Co AB,1846.0,3150000kr,Såld 31 juli 2019,26,475556,Badstrandsvägen,Stockholms kommun
19550,Badstrandsvägen 20,"Stora Essingen,",45 sqm,2,SkandiaMäklarna Stockholm Kungsholmen,2189.0,3330000kr,Såld 11 juni 2019,19,475556,Badstrandsvägen,Stockholms kommun
19551,"Badstrandsvägen 8, 1 tr","Kungsholmen - Stora Essingen,",100 sqm,4,Wallin & Co AB,4440.0,8100000kr,Såld  1 juni 2019,11,475556,Badstrandsvägen,Stockholms kommun
19552,"Badstrandsvägen 20, 2 tr",,45 sqm,2,Wallin & Co AB,2189.0,3250000kr,Såld  7 maj 2019,9,475556,Badstrandsvägen,Stockholms kommun
19553,"Badstrandsvägen 33, 0,5 tr","Stora Essingen / Kungsholmen,",39 sqm,2,Svensk Fastighetsförmedling Sthlm Kungsholmen,1788.0,2495000kr,Såld 25 februari 2019,0,475556,Badstrandsvägen,Stockholms kommun
19554,Badstrandsvägen 27,"Stora Essingen,",43 sqm,"2,5",Länsförsäkringar Fastighetsförmedling Stockholm - Kungsholmen,2523.0,2725000kr,Såld 15 februari 2019,9,475556,Badstrandsvägen,Stockholms kommun
19555,"Badstrandsvägen 29, 1tr.","Stora Essingen,",43 sqm,2,Mats Holmgren FB,2373.0,2600000kr,Såld 14 februari 2019,0,475556,Badstrandsvägen,Stockholms kommun
19556,"Badstrandsvägen 22, 1 tr","Kungsholmen Stora Essingen,",36 sqm,"1,5",HusmanHagberg Kungsholmen,1811.0,2670000kr,Såld 30 januari 2019,7,475556,Badstrandsvägen,Stockholms kommun
19557,"Badstrandsvägen 19, 2,5 tr","Stora Essingen,",38 sqm,"1,5",Svensk Fastighetsförmedling Sthlm Kungsholmen,2480.0,2550000kr,Såld 22 januari 2019,2,475556,Badstrandsvägen,Stockholms kommun
19558,"Badstrandsvägen 19, 2tr","Kungsholmen - Stora Essingen,",60 sqm,3,Mäklarhuset Essingen & Fredhäll,3627.0,4020000kr,Såld 30 november 2018,1,475556,Badstrandsvägen,Stockholms kommun
19559,Badstrandsvägen 27,"Stora Essingen,",40 sqm,2,Länsförsäkringar Fastighetsförmedling Stockholm - Kungsholmen,2356.0,2680000kr,Såld 24 november 2018,1,475556,Badstrandsvägen,Stockholms kommun
19560,Badstrandsvägen 21,"Stora Essingen - Kungsholmen,",38 sqm,1,Fastighetsbyrån Bromma,2630.0,2475000kr,Såld  9 oktober 2018,-1,475556,Badstrandsvägen,Stockholms kommun
19561,Badstrandsvägen 33,"Stora Essingen,",58 sqm,3,Erik Olsson Fastighetsförmedling,2538.0,3600000kr,Såld 23 september 2018,0,475556,Badstrandsvägen,Stockholms kommun
19562,"Badstrandsvägen 21, 1tr","Stora Essingen,",60 sqm,3,Svensk Fastighetsförmedling Sthlm Kungsholmen,3477.0,4400000kr,Såld 16 augusti 2018,10,475556,Badstrandsvägen,Stockholms kommun
19563,Badstrandsvägen 21,"Stora Essingen - Kungsholmen,",38 sqm,2,Fastighetsbyrån Bromma,2630.0,2750000kr,Såld  8 maj 2018,10,475556,Badstrandsvägen,Stockholms kommun
19564,"Badstrandsvägen 22, 3tr","Stora Essingen,",36 sqm,"1,5",Svensk Fastighetsförmedling Sthlm Kungsholmen,1829.0,2650000kr,Såld 20 mars 2018,6,475556,Badstrandsvägen,Stockholms kommun
19565,"Badstrandsvägen 27, vån 2","Stora Essingen,",42 sqm,2,Svensk Fastighetsförmedling Sthlm Kungsholmen,2468.0,3000000kr,Såld  8 februari 2018,11,475556,Badstrandsvägen,Stockholms kommun
19566,Badstrandsvägen 34,"Kungsholmen - Stora Essingen,",74 sqm,"3,5",Wallin & Co AB,3306.0,4900000kr,Såld 27 januari 2018,23,475556,Badstrandsvägen,Stockholms kommun
19567,"Badstrandsvägen 29, vån 2","Stora Essingen,",55 sqm,3,Svensk Fastighetsförmedling Sthlm Kungsholmen,3184.0,3505000kr,Såld 16 januari 2018,0,475556,Badstrandsvägen,Stockholms kommun
19568,"Badstrandsvägen 26, 3tr","Stora Essingen,",73 sqm,"2,5",Mäklarhuset Stockholm Innerstan,3337.0,5240000kr,Såld 12 januari 2018,5,475556,Badstrandsvägen,Stockholms kommun
19569,"Badstrandsvägen 34, 1 tr","Kungsholmen - Stora Essingen,",74 sqm,"3,5",Wallin & Co AB,3306.0,4650000kr,Såld 12 januari 2018,3,475556,Badstrandsvägen,Stockholms kommun
19570,"Badstrandsvägen 26, 2 tr","Kungsholmen - Stora Essingen,",70 sqm,4,Wallin & Co AB,3229.0,5375000kr,Såld 11 januari 2018,12,475556,Badstrandsvägen,Stockholms kommun
19571,"Badstrandsvägen 27, 3tr","Stora Essingen,",43 sqm,2,Svensk Fastighetsförmedling Sthlm Kungsholmen,2523.0,3100000kr,Såld  8 november 2017,0,475556,Badstrandsvägen,Stockholms kommun
19572,Badstrandsvägen 4A,"Stora Essingen,","108,5 sqm",4,Svensk Fastighetsförmedling Sthlm Kungsholmen,6455.0,6975000kr,Såld 17 oktober 2017,7,475556,Badstrandsvägen,Stockholms kommun
19573,"Badstrandsvägen 20, 2tr","Kungsholmen,",45 sqm,2,Länsförsäkringar Fastighetsförmedling Stockholm - Kungsholmen,2189.0,3225000kr,Såld 11 oktober 2017,15,475556,Badstrandsvägen,Stockholms kommun
19574,Badstrandsvägen 20,"Kungsholmen - Stora Essingen,",46 sqm,1,Mäklarhuset Essingen & Fredhäll,2225.0,3300000kr,Såld  3 augusti 2017,10,475556,Badstrandsvägen,Stockholms kommun
19575,"Badstrandsvägen 27, vån 2","Kungsholmen - Stora Essingen,",43 sqm,2,Wallin & Co AB,2373.0,3500000kr,Såld 11 juli 2017,25,475556,Badstrandsvägen,Stockholms kommun
19576,"Badstrandsvägen 20, 2 tr","Kungsholmen - Stora Essingen,",82 sqm,3,Wallin & Co AB,3707.0,5800000kr,Såld 25 maj 2017,17,475556,Badstrandsvägen,Stockholms kommun
19577,"Badstrandsvägen 4D, 1 tr","Stora Essingen,","97,5 sqm",4,Svensk Fastighetsförmedling Sthlm Kungsholmen,5952.0,6730000kr,Såld  9 april 2017,12,475556,Badstrandsvägen,Stockholms kommun
19578,Badstrandsvägen 21,"Stora Essingen - Kungsholmen,",38 sqm,2,Fastighetsbyrån Bromma,2480.0,2650000kr,Såld  7 april 2017,15,475556,Badstrandsvägen,Stockholms kommun
19579,"Badstrandsvägen 20, vån 3","Kungsholmen Stora Essingen,",45 sqm,2,HusmanHagberg Kungsholmen,2189.0,3475000kr,Såld 30 mars 2017,26,475556,Badstrandsvägen,Stockholms kommun
19580,Badstrandsvägen 22,"Stora Essingen - Kungsholmen,",36 sqm,"1,5",Fastighetsbyrån Bromma,1829.0,2910000kr,Såld  8 mars 2017,27,475556,Badstrandsvägen,Stockholms kommun
19581,Badstrandsvägen 21,"Stora Essingen - Kungsholmen,",38 sqm,2,Fastighetsbyrån Bromma,2480.0,2830000kr,Såld  1 mars 2017,23,475556,Badstrandsvägen,Stockholms kommun
19582,Badstrandsvägen 26,"Kungsholmen - Stora Essingen,",54 sqm,"1,5",Svensk Fastighetsförmedling Sthlm Kungsholmen,2339.0,3450000kr,Såld 16 februari 2017,-1,475556,Badstrandsvägen,Stockholms kommun
