Unnamed: 0,address,area,sqm,rooms,broker,monthly_fee,price_sold,date_sold,price_pct_change,street_id,street_name,city
31234,"Linnégatan 16, 5tr","Östermalm,",23 sqm,1,Behrer & Partners,1160.0,2900000kr,Såld 29 januari 2019,26,475752,,Stockholms kommun
31235,Linnégatan 28-30,"Östermalm,",27 sqm,1,Eklund Stockholm New York,194.0,3500000kr,Såld 24 januari 2019,17,475752,,Stockholms kommun
31236,"Linnégatan 17, 1 tr","Östermalm,",40 sqm,2,Bjurfors Östermalm/Lidingö,1758.0,4450000kr,Såld 18 januari 2019,11,475752,,Stockholms kommun
31237,Linnégatan 92,"Östermalm / Karlaplan,",64 sqm,3,Mäklarhuset Stockholm Innerstan,1274.0,5900000kr,Såld 17 januari 2019,-6,475752,,Stockholms kommun
31238,Linnégatan 20,"Östermalm,",70 sqm,2,Fastighetsbyrån Stockholm – Östermalm,3474.0,6300000kr,Såld 16 januari 2019,10,475752,,Stockholms kommun
31239,Linnégatan 63,"Östermalm,",37 sqm,2,BlumenthalHoffman Fastighetsmäkleri,1633.0,4020000kr,Såld 16 januari 2019,6,475752,,Stockholms kommun
31240,Linnégatan 20,"Östermalm,","21,5 sqm",1,Oscars Fastighetsmäkleri,1310.0,2650000kr,Såld 12 januari 2019,0,475752,,Stockholms kommun
31241,"Linnégatan 17 A, 5 tr","Östermalm,",40 sqm,2,Alexander White,1758.0,4320000kr,Såld 25 december 2018,9,475752,,Stockholms kommun
31242,Linnégatan 20,"Nedre Östermalm,",34 sqm,1,HusmanHagberg Östermalm,1426.0,3100000kr,Såld 21 december 2018,-5,475752,,Stockholms kommun
31243,Linnégatan 94,"Östermalm,",40 sqm,2,Fastighetsbyrån Stockholm – Östermalm,2291.0,4050000kr,Såld 11 december 2018,1,475752,,Stockholms kommun
31244,"Linnégatan 78, 1 tr","Östermalm,",41 sqm,2,Länsförsäkringar Fastighetsförmedling Stockholm - Östermalm,515.0,5250000kr,Såld 21 november 2018,5,475752,,Stockholms kommun
31245,"Linnégatan 16, 3 tr","Östermalm,",46 sqm,2,Fastighetsbyrån Stockholm – Östermalm,2125.0,4400000kr,Såld 12 november 2018,2,475752,,Stockholms kommun
31246,"Linnégatan 56, 4 tr","Östermalm,",98 sqm,4,Eklund Stockholm New York,3945.0,11500000kr,Såld  7 november 2018,-4,475752,,Stockholms kommun
31247,"Linnégatan 90, 1 / 2 tr","Östermalm,",24 sqm,1,Oscars Fastighetsmäkleri,1175.0,2680000kr,Såld  4 oktober 2018,14,475752,,Stockholms kommun
31248,"Linnégatan 20, 5 tr","Östermalm,",69 sqm,3,Fastighetsbyrån Stockholm – Östermalm,3092.0,7600000kr,Såld 15 september 2018,9,475752,,Stockholms kommun
31249,Linnégatan 90,"Östermalm,",43 sqm,2,Fastighetsbyrån Stockholm – Östermalm,1993.0,4550000kr,Såld  6 september 2018,7,475752,,Stockholms kommun
31250,Linnégatan 17,"Östermalm / City,",26 sqm,1,Fastighetsbyrån Stockholm – Östermalm,1206.0,3000000kr,Såld 24 augusti 2018,13,475752,,Stockholms kommun
31251,Linnégatan 65,"Östermalm,",32 sqm,1,Oscars Fastighetsmäkleri KB,2245.0,3700000kr,Såld 16 augusti 2018,24,475752,,Stockholms kommun
31252,Linnégatan 67,"Östermalm,",85 sqm,4,Oscars Fastighetsmäkleri KB,4135.0,9000000kr,Såld 15 augusti 2018,-2,475752,,Stockholms kommun
31253,"Linnégatan 39 B, 2 tr","Östermalm,",40 sqm,2,Fastighetsbyrån Stockholm – Östermalm,1926.0,4275000kr,Såld 14 juni 2018,7,475752,,Stockholms kommun
31254,"Linnégatan 51, 4 tr","Östermalm,",32 sqm,2,Fastighetsbyrån Stockholm – Östermalm,739.0,3650000kr,Såld 29 maj 2018,-1,475752,,Stockholms kommun
31255,"Linnégatan 86, 2tr","Östermalm,",69 sqm,2,Eklund Stockholm New York,2100.0,7800000kr,Såld 29 maj 2018,0,475752,,Stockholms kommun
31256,Linnégatan 27,"Östermalm,",69 sqm,2,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,531.0,5500000kr,Såld 24 maj 2018,-8,475752,,Stockholms kommun
31257,Linnégatan 75,"Östermalm,",64 sqm,"2,5",Fastighetsbyrån Stockholm – Östermalm,1634.0,7200000kr,Såld 20 maj 2018,3,475752,,Stockholms kommun
31258,Linnégatan 39 A,"Östermalm,",80 sqm,3,Fastighetsbyrån Stockholm – Östermalm,4055.0,8200000kr,Såld 14 maj 2018,9,475752,,Stockholms kommun
31259,Linnégatan 16,"Östermalm,",45 sqm,2,Svenska Mäklarhuset Östermalm,2125.0,5000000kr,Såld 20 april 2018,0,475752,,Stockholms kommun
31260,"Linnégatan 51, 2 tr","Östermalm,",92 sqm,3,Bostadsrättsspecialisten,1888.0,8700000kr,Såld 17 april 2018,6,475752,,Stockholms kommun
31261,Linnégatan 17 A,"Östermalm,",40 sqm,2,Alexander White,1758.0,4650000kr,Såld 11 april 2018,4,475752,,Stockholms kommun
31262,"Linnégatan 65, 1 tr","Östermalm,",32 sqm,1,BOSTHLM Fastighetsmäklare AB,2245.0,3450000kr,Såld 22 mars 2018,15,475752,,Stockholms kommun
31263,"Linnégatan 3, 3 tr","Östermalm,","121,5 sqm",5,Mäklarhuset Stockholm Innerstan,6683.0,12000000kr,Såld 14 mars 2018,-6,475752,,Stockholms kommun
31264,Linnégatan 20,"Östermalm,","33,5 sqm",2,Fastighetsbyrån Stockholm – Östermalm,1843.0,3800000kr,Såld  9 mars 2018,15,475752,,Stockholms kommun
31265,"Linnégatan 17 A, 1tr","Östermalm,",26 sqm,1,Notar,1206.0,2700000kr,Såld  8 mars 2018,4,475752,,Stockholms kommun
31266,"Linnégatan 90, ½ tr FAST PRIS!","Östermalm,",44 sqm,2,Fastighetsmäklarna,1996.0,4195000kr,Såld 26 februari 2018,0,475752,,Stockholms kommun
31267,"Linnégatan 19, 2 tr","Östermalm,",61 sqm,2,HusmanHagberg Östermalm,3040.0,6400000kr,Såld 21 februari 2018,22,475752,,Stockholms kommun
31268,Linnégatan 94,"Östermalm,",30 sqm,1,MOHV Bromma,1718.0,3000000kr,Såld  2 februari 2018,7,475752,,Stockholms kommun
31269,"Linnégatan 20, 3 tr","Östermalm,",37 sqm,2,Notar,2072.0,3835000kr,Såld  1 februari 2018,-4,475752,,Stockholms kommun
31270,Linnégatan 20,"Östermalm,","21,5 sqm",1,Bjurfors Östermalm/Lidingö,1310.0,2550000kr,Såld 25 januari 2018,-2,475752,,Stockholms kommun
31271,Linnégatan 51,"Östermalm,",26 sqm,"1,5",Fastighetsbyrån Stockholm – Östermalm,428.0,3300000kr,Såld  8 januari 2018,14,475752,,Stockholms kommun
31272,"Linnégatan 65, 3 tr","Östermalm,",33 sqm,1,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,2447.0,3360000kr,Såld 14 december 2017,25,475752,,Stockholms kommun
31273,"Linnégatan 20, 4tr","Östermalm,",73 sqm,3,Andersson & Asplund Mäklarbyrå,4089.0,6525000kr,Såld 11 december 2017,0,475752,,Stockholms kommun
31274,"Linnégatan 80, 3tr","Östermalm,","60,6 sqm",2,Svenska Mäklarhuset Östermalm,1062.0,6350000kr,Såld 12 november 2017,6,475752,,Stockholms kommun
31275,Linnégatan 60,"Östermalm,",77 sqm,3,Alexander White,4316.0,8050000kr,Såld  9 november 2017,1,475752,,Stockholms kommun
31276,"Linnégatan 17A, 3 Tr","Östermalm,",37 sqm,2,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,1641.0,3800000kr,Såld  9 november 2017,9,475752,,Stockholms kommun
31277,"Linnégatan 51, 2 Tr","Stockholm,",27 sqm,1,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,534.0,3110000kr,Såld 18 oktober 2017,15,475752,,Stockholms kommun
31278,"Linnégatan 17A, 2 tr","Östermalm,",40 sqm,"1,5",Nomad Mäkleri,1758.0,4000000kr,Såld  5 oktober 2017,1,475752,,Stockholms kommun
31279,"Linnégatan 78, 6tr","Östermalm,",41 sqm,2,SkandiaMäklarna Stockholm Vasastan,534.0,6500000kr,Såld 18 september 2017,0,475752,,Stockholms kommun
31280,Linnégatan 51,"Östermalm,",39 sqm,"1,5",Fastighetsbyrån Stockholm – Östermalm,760.0,4400000kr,Såld 30 augusti 2017,10,475752,,Stockholms kommun
31281,Linnégatan 20,"Östermalm,","33,5 sqm",2,Fastighetsbyrån Stockholm – Östermalm,1905.0,3925000kr,Såld 29 augusti 2017,12,475752,,Stockholms kommun
31282,"Linnégatan 56, 3 tr","Östermalm,",34 sqm,1,Notar,1447.0,3700000kr,Såld 24 augusti 2017,24,475752,,Stockholms kommun
31283,Linnégatan 77,"Östermalm,",149 sqm,6,Bostadsrättsspecialisten,6600.0,16000000kr,Såld 16 augusti 2017,7,475752,,Stockholms kommun
31284,Linnégatan 20,"Östermalm,",29 sqm,1,Fastighetsbyrån Stockholm – Östermalm,1652.0,3230000kr,Såld 11 augusti 2017,12,475752,,Stockholms kommun
31285,"Linnégatan 17A, 4tr","Östermalm,",26 sqm,1,Fastighetsbyrån Stockholm – Östermalm,1206.0,3050000kr,Såld  6 juli 2017,7,475752,,Stockholms kommun
31286,"Linnégatan 17A, 3 Tr","Östermalm,",40 sqm,"1,5",Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,1761.0,4500000kr,Såld 12 juni 2017,19,475752,,Stockholms kommun
31287,"Linnégatan 39 B, 4 tr","Stockholm,",24 sqm,1,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,1216.0,3200000kr,Såld 20 april 2017,7,475752,,Stockholms kommun
31288,"Linnégatan 94, 4 tr","Östermalm,",32 sqm,2,Bostadsrättsspecialisten,1718.0,3850000kr,Såld 20 april 2017,21,475752,,Stockholms kommun
31289,"Linnégatan 78, 3 tr","Östermalm,",41 sqm,2,Svenskt Mäklarcentrum AB,260.0,5500000kr,Såld 15 mars 2017,38,475752,,Stockholms kommun
31290,Linnégatan 20,"Östermalm,",34 sqm,2,Fastighetsbyrån Stockholm – Östermalm,1799.0,3975000kr,Såld 25 januari 2017,14,475752,,Stockholms kommun
31291,Linnégatan 92,"Östermalm,",64 sqm,3,Mäklarhuset Essingen & Fredhäll,1273.0,6550000kr,Såld 25 januari 2017,15,475752,,Stockholms kommun
31292,Linnégatan 20,"Östermalm,","27,6 sqm",1,Svensk Fastighetsförmedling Sthlm Östermalm/Gärdet,1481.0,3310000kr,Såld 20 januari 2017,11,475752,,Stockholms kommun
31293,Linnégatan 77 A,"Östermalm - invid Karlaplan,",45 sqm,2,Bostadsrättsspecialisten,1875.0,5650000kr,Såld 21 december 2016,14,475752,,Stockholms kommun
31294,Linnégatan 17A,"Östermalm,",26 sqm,1,Mäklarhuset Stockholm Innerstan,1068.0,3130000kr,Såld 15 december 2016,21,475752,,Stockholms kommun
31295,"Linnégatan 63, 3 tr","Östermalm,",37 sqm,2,Skeppsholmen Sotheby's International Realty,1665.0,4500000kr,Såld 11 november 2016,19,475752,,Stockholms kommun
31296,"Linnégatan 17 A, 2 tr","Östermalm,",37 sqm,2,Fastighetsbyrån Stockholm – Östermalm,1641.0,4100000kr,Såld  3 november 2016,17,475752,,Stockholms kommun
31297,"Linnégatan 56, 4tr","Östermalm,",68 sqm,"2,5",Oscars Fastighetsmäkleri KB,2719.0,6450000kr,Såld  3 november 2016,23,475752,,Stockholms kommun
31298,"Linnégatan 25 A, 6 tr","Östermalm,",93 sqm,3,Svenskt Mäklarcentrum AB,844.0,10650000kr,Såld 25 oktober 2016,0,475752,,Stockholms kommun
31299,Linnégatan 20,"Östermalm,",37 sqm,2,Fastighetsbyrån Stockholm – Östermalm,1976.0,4000000kr,Såld 12 oktober 2016,16,475752,,Stockholms kommun
31300,Linnégatan 17 A,"Östermalm / City,",26 sqm,1,Fastighetsbyrån Stockholm – Östermalm,1068.0,2995000kr,Såld 11 oktober 2016,0,475752,,Stockholms kommun
31301,Linnégatan 27,"Östermalm,","88,5 sqm",3,Skeppsholmen Sotheby's International Realty,672.0,7700000kr,Såld  5 oktober 2016,-3,475752,,Stockholms kommun
31302,Linnégatan 39B,"Östermalm,",70 sqm,3,Oscars Fastighetsmäkleri KB,3570.0,6000000kr,Såld 30 september 2016,6,475752,,Stockholms kommun
31303,Linnégatan 90,"Östermalm,",43 sqm,2,Fastighetsbyrån Stockholm – Östermalm,2095.0,4500000kr,Såld 29 september 2016,8,475752,,Stockholms kommun
31304,Linnégatan 92,"Östermalm,",19 sqm,1,Skeppsholmen Sotheby's International Realty,450.0,2760000kr,Såld 27 september 2016,38,475752,,Stockholms kommun
31305,Linnégatan 94,"Östermalm,",30 sqm,1,Oscars Fastighetsmäkleri KB,1718.0,2900000kr,Såld 23 september 2016,-2,475752,,Stockholms kommun
31306,Linnégatan 27,"Östermalm,",47 sqm,"1,5",Skeppsholmen Sotheby's International Realty,381.0,5000000kr,Såld 21 september 2016,18,475752,,Stockholms kommun
31307,"Linnégatan 56, 4 tr","Östermalm,",98 sqm,4,Alexander White,3945.0,9300000kr,Såld 19 september 2016,-2,475752,,Stockholms kommun
31308,Linnégatan 16,"Östermalm,",55 sqm,2,Fastighetsmäklarna,2704.0,5900000kr,Såld 14 september 2016,7,475752,,Stockholms kommun
31309,"Linnégatan 51, 1tr","Östermalm,",33 sqm,2,Bostadsrättsspecialisten,739.0,3920000kr,Såld 15 juli 2016,19,475752,,Stockholms kommun
31310,Linnégatan 17 A,"Östermalm,",37 sqm,2,Mäklarhuset Essingen & Fredhäll,1641.0,3900000kr,Såld  6 juli 2016,6,475752,,Stockholms kommun
31311,"Linnégatan 76, 7 tr","Östermalm,",128 sqm,4,Oscars Fastighetsmäkleri KB,600.0,23000000kr,Såld  4 juli 2016,-6,475752,,Stockholms kommun
31312,"Linnégatan 51, 5 tr","Östermalm,",33 sqm,2,HusmanHagberg Östermalm,869.0,4425000kr,Såld 22 juni 2016,34,475752,,Stockholms kommun
31313,"Linnégatan 51, 3 tr","Östermalm,",56 sqm,2,Bostadsrättsspecialisten,1149.0,5800000kr,Såld 22 juni 2016,17,475752,,Stockholms kommun
31314,Linnégatan 90,"Östermalm,",24 sqm,1,Fastighetsbyrån Stockholm – Östermalm,1175.0,2600000kr,Såld  8 juni 2016,8,475752,,Stockholms kommun
31315,"Linnégatan 27, 3 tr","Östermalm,",70 sqm,3,Skeppsholmen Sotheby's International Realty,560.0,6700000kr,Såld 25 maj 2016,6,475752,,Stockholms kommun
31316,Linnégatan 77,"Östermalm,",45 sqm,2,Fastighetsbyrån Stockholm – Östermalm,1875.0,4200000kr,Såld 17 maj 2016,5,475752,,Stockholms kommun
31317,"Linnégatan 20, 1tr","Östermalm,",71 sqm,3,Notar,3932.0,6450000kr,Såld 17 maj 2016,14,475752,,Stockholms kommun
31318,"Linnégatan 58, 2tr","Östermalm,",77 sqm,"3,5",Innerstadsspecialisten Stockholm AB,2585.0,7800000kr,Såld 17 maj 2016,-1,475752,,Stockholms kommun
31319,"Linnégatan 17A, 3tr","Östermalm,",26 sqm,1,Notar,1206.0,2875000kr,Såld  4 maj 2016,15,475752,,Stockholms kommun
31320,"Linnégatan 25, 2 tr","Östermalm,",93 sqm,3,Bostadsrättsspecialisten,780.0,11200000kr,Såld  4 maj 2016,13,475752,,Stockholms kommun
31321,"Linnégatan 31, 3 tr","Östermalm,",37 sqm,2,BoLiving Mäklare Stockholm AB,1144.0,4250000kr,Såld 28 april 2016,18,475752,,Stockholms kommun
31322,Linnégatan 58,"Östermalm,",66 sqm,2,Alexander White,2217.0,6500000kr,Såld  7 april 2016,9,475752,,Stockholms kommun
31323,"Linnégatan 38, 1 tr.","Östermalm,",40 sqm,2,Grand Fastighetsförmedling,1223.0,4700000kr,Såld 22 mars 2016,24,475752,,Stockholms kommun
31324,Linnégatan 39,"Östermalm,",75 sqm,3,Bostadsrättsspecialisten,3802.0,7000000kr,Såld 24 februari 2016,8,475752,,Stockholms kommun
31325,Linnégatan 20,"Östermalm / City,",29 sqm,1,Fastighetsbyrån Stockholm – Östermalm,1589.0,3200000kr,Såld 23 februari 2016,14,475752,,Stockholms kommun
31326,"Linnégatan 67, 3tr","Östermalm,",39 sqm,1,Mäklarhuset Stockholm Innerstan,2598.0,3950000kr,Såld 11 februari 2016,16,475752,,Stockholms kommun
31327,"Linnégatan 100, 2 tr","Östermalm,",60 sqm,2,Oscars Fastighetsmäkleri KB,2445.0,5805000kr,Såld 29 januari 2016,7,475752,,Stockholms kommun
31328,"Linnégatan 38 A, 1 tr, ö.g.","Östermalm,",39 sqm,"1,5",Bostadsrättsspecialisten,1223.0,3625000kr,Såld 20 januari 2016,4,475752,,Stockholms kommun
31329,Linnégatan 39B,"Östermalm,",47 sqm,2,Estrad,2382.0,4800000kr,Såld 19 januari 2016,7,475752,,Stockholms kommun
31330,"Linnégatan 51, 5 tr","Östermalm,",39 sqm,2,Bostadsrättsspecialisten,760.0,5000000kr,Såld 19 januari 2016,0,475752,,Stockholms kommun
31331,Linnégatan 104,"Östermalm,",96 sqm,4,Mäklarhuset Stockholm Innerstan,3738.0,8200000kr,Såld 16 januari 2016,4,475752,,Stockholms kommun
31332,Linnégatan 20,"Östermalm,",47 sqm,2,Alexander White,2111.0,4350000kr,Såld 17 december 2015,0,475752,,Stockholms kommun
31333,Linnégatan 58 A,"Östermalm,",78 sqm,"3,5",Fredegårds Fastighetsbyrå AB,2760.0,8025000kr,Såld 12 november 2015,11,475752,,Stockholms kommun
31334,"Linnégatan 51, 2tr","Östermalm,",33 sqm,"1,5",Fastighetsbyrån Stockholm – Östermalm,739.0,4200000kr,Såld  6 november 2015,12,475752,,Stockholms kommun
31335,Linnégatan 16,"Östermalm,",41 sqm,2,Bjurfors Östermalm/Lidingö,2028.0,4100000kr,Såld  5 november 2015,3,475752,,Stockholms kommun
31336,"Linnégatan 31, 5 tr","Östermalm,",151 sqm,6,Oscars Fastighetsmäkleri KB,4761.0,14150000kr,Såld 27 oktober 2015,5,475752,,Stockholms kommun
31337,"Linnégatan 19, 5tr","Östermalm,",120 sqm,4,Skeppsholmen Sotheby's International Realty,5541.0,11000000kr,Såld 14 oktober 2015,0,475752,,Stockholms kommun
31338,Linnégatan 20,"Östermalm,",36 sqm,2,Alexander White,1796.0,4200000kr,Såld 14 oktober 2015,20,475752,,Stockholms kommun
31339,"Linnégatan 39B, 5tr","Östermalm,",96 sqm,5,Oscars Fastighetsmäkleri KB,4713.0,8600000kr,Såld  8 oktober 2015,2,475752,,Stockholms kommun
31340,Linnégatan 17 A,"Östermalm,",47 sqm,2,Svensk Fastighetsförmedling Östermalm/Gärdet,1905.0,4000000kr,Såld  1 oktober 2015,14,475752,,Stockholms kommun
31341,"Linnégatan 78, 2tr","Östermalm,","41,3 sqm",2,Svensk Fastighetsförmedling Östermalm/Gärdet,263.0,4901000kr,Såld 28 september 2015,23,475752,,Stockholms kommun
31342,"Linnégatan 23, 1,5 tr","Östermalm,",70 sqm,2,HusmanHagberg Östermalm,1568.0,7000000kr,Såld 25 september 2015,8,475752,,Stockholms kommun
31343,"Linnégatan 8, 4 tr","Östermalm,",106 sqm,3,Bostadsrättsspecialisten,2278.0,10300000kr,Såld  8 september 2015,9,475752,,Stockholms kommun
31344,"Linnégatan 17, 1tr","Östermalm,",65 sqm,"2,5",Bjurfors Vasastan Kungsholmen,2489.0,5500000kr,Såld  2 september 2015,10,475752,,Stockholms kommun
31345,"Linnégatan 20, 5 tr","Östermalm,",69 sqm,"2,5",Fastighetsbyrån Stockholm – Östermalm,3092.0,6370000kr,Såld 18 augusti 2015,7,475752,,Stockholms kommun
31346,"Linnégatan 90, 2tr","Östermalm,",63 sqm,"2,5",Fastighetsbyrån Stockholm – Östermalm,2931.0,5900000kr,Såld 17 juni 2015,10,475752,,Stockholms kommun
31347,"Linnégatan 58 A, 4 tr","Östermalm,",67 sqm,2,Oscars Fastighetsmäkleri KB,2312.0,6400000kr,Såld 21 maj 2015,8,475752,,Stockholms kommun
31348,Linnégatan 63,"Östermalm,",50 sqm,2,Skeppsholmen Sotheby's International Realty,1900.0,5250000kr,Såld 20 maj 2015,17,475752,,Stockholms kommun
31349,"Linnégatan 58, 2 tr","Östermalm,",126 sqm,"4,5",Oscars Fastighetsmäkleri KB,3775.0,11950000kr,Såld 20 april 2015,9,475752,,Stockholms kommun
31350,Linnégatan 63,"Östermalm,",60 sqm,"2,5",Alexander White,2086.0,5400000kr,Såld 17 april 2015,13,475752,,Stockholms kommun
31351,Linnégatan 41,"Östermalm,",164 sqm,5,Fredegårds Fastighetsbyrå AB,3673.0,17900000kr,Såld  4 april 2015,-2,475752,,Stockholms kommun
31352,Linnégatan 77,"Östermalm,",47 sqm,2,Oscars Fastighetsmäkleri KB,1958.0,4425000kr,Såld 11 mars 2015,18,475752,,Stockholms kommun
31353,Linnégatan 63,"Östermalm,",37 sqm,2,Fastighetsbyrån Stockholm – Östermalm,1648.0,4205000kr,Såld  5 mars 2015,20,475752,,Stockholms kommun
31354,Linnégatan 94,"Östermalm,",29 sqm,2,Alexander White,1718.0,2820000kr,Såld 25 februari 2015,13,475752,,Stockholms kommun
31355,"Linnégatan 65, 3tr","Östermalm,",76 sqm,3,Svensk Fastighetsförmedling Östermalm/Gärdet,4153.0,6535000kr,Såld  3 februari 2015,19,475752,,Stockholms kommun
31356,"Linnégatan 17 A, 2 tr","Östermalm,",40 sqm,2,Svensk Fastighetsförmedling Östermalm/Gärdet,1758.0,3700000kr,Såld 20 januari 2015,9,475752,,Stockholms kommun
31357,"Linnégatan 56, 1tr","Östermalm,",61 sqm,"2,5",Notar,2500.0,5000000kr,Såld 15 januari 2015,11,475752,,Stockholms kommun
31358,Linnégatan 16,"Östermalm,",45 sqm,2,Notar,2075.0,3635000kr,Såld  8 januari 2015,5,475752,,Stockholms kommun
31359,"Linnégatan 17A, 5 tr","Östermalm,",72 sqm,3,Fastighetsbyrån Stockholm – Östermalm,3019.0,5950000kr,Såld 18 november 2014,9,475752,,Stockholms kommun
31360,"Linnégatan 78, 2tr","Östermalm,",41 sqm,2,Svensk Fastighetsförmedling Östermalm/Gärdet,258.0,4200000kr,Såld 17 november 2014,11,475752,,Stockholms kommun
31361,"Linnégatan 16, 1 tr","Östermalm,",67 sqm,3,Bostadsrättsspecialisten,3233.0,5400000kr,Såld 15 oktober 2014,9,475752,,Stockholms kommun
31362,Linnégatan 17 A,"Östermalm,",58 sqm,3,Mäklarhuset Stockholm Innerstan,2350.0,4400000kr,Såld 10 oktober 2014,-1,475752,,Stockholms kommun
31363,"Linnégatan 25, 3tr","Östermalm,",93 sqm,3,Notar,797.0,7700000kr,Såld  8 oktober 2014,0,475752,,Stockholms kommun
31364,Linnégatan 94,"Östermalm,",32 sqm,2,Alexander White,1718.0,2650000kr,Såld  7 oktober 2014,6,475752,,Stockholms kommun
31365,"Linnégatan 20, 1 tr","Östermalm,",47 sqm,"2,5",Innerstadsspecialisten S AB,2111.0,3760000kr,Såld 30 september 2014,8,475752,,Stockholms kommun
31366,Linnégatan 17A,"Östermalm,",47 sqm,2,Fastighetsbyrån Stockholm – Östermalm,1905.0,3550000kr,Såld 10 september 2014,11,475752,,Stockholms kommun
31367,"Linnégatan 16, 1,5 tr","Östermalm,",55 sqm,"2,5",Svensk Fastighetsförmedling Östermalm/Gärdet,2654.0,4650000kr,Såld  8 september 2014,9,475752,,Stockholms kommun
31368,Linnégatan 75,"Östermalm,",64 sqm,"2,5",Alexander White,1926.0,5025000kr,Såld  3 september 2014,2,475752,,Stockholms kommun
31369,Linnégatan 77A,"Östermalm,",47 sqm,2,Alexander White,1958.0,4480000kr,Såld 27 augusti 2014,6,475752,,Stockholms kommun
31370,"Linnégatan 27, 2tr","Östermalm,","74,5 sqm",2,Notar,570.0,6000000kr,Såld  6 augusti 2014,9,475752,,Stockholms kommun
31371,"Linnégatan 39 B, 2 tr","Östermalm,",40 sqm,2,Fastighetsbyrån Stockholm – Östermalm,1926.0,3610000kr,Såld  5 augusti 2014,11,475752,,Stockholms kommun
31372,"Linnégatan 31, 5 tr","Östermalm,",26 sqm,1,Mäklarhuset Stockholm Innerstan,911.0,2500000kr,Såld  3 juni 2014,9,475752,,Stockholms kommun
31373,"Linnégatan 25, 2tr","Östermalm,",93 sqm,3,Svensk Fastighetsförmedling Östermalm/Gärdet,780.0,7140000kr,Såld 30 maj 2014,6,475752,,Stockholms kommun
31374,Linnégatan 34,"Östermalm/Nedre Gärdet,",121 sqm,4,Oscars Fastighetsmäkleri KB,4085.0,8900000kr,Såld 18 maj 2014,5,475752,,Stockholms kommun
31375,"Linnégatan 32, 5 tr","Östermalm/Nedre Gärdet,",40 sqm,2,Oscars Fastighetsmäkleri KB,1657.0,4100000kr,Såld 13 maj 2014,3,475752,,Stockholms kommun
31376,"Linnégatan 56, 1tr","Östermalm,",34 sqm,1,Notar,1447.0,2650000kr,Såld 21 mars 2014,6,475752,,Stockholms kommun
31377,"Linnégatan 51, 1tr","Östermalm,",36 sqm,"1,5",Fastighetsbyrån Stockholm – Östermalm,870.0,3000000kr,Såld 28 februari 2014,9,475752,,Stockholms kommun
31378,"Linnégatan 51, 1tr","Östermalm,",56 sqm,2,Notar,1352.0,4000000kr,Såld 22 februari 2014,0,475752,,Stockholms kommun
31379,"Linnégatan 17 A, 4tr","Östermalm,",31 sqm,1,Svensk Fastighetsförmedling Östermalm/Gärdet,1404.0,2525000kr,Såld 19 december 2013,5,475752,,Stockholms kommun
31380,"Linnégatan 38 A, 1tr ö.g.","Östermalm,",39 sqm,"1,5",Notar,1223.0,2980000kr,Såld 17 december 2013,10,475752,,Stockholms kommun
31381,"Linnégatan 8, 3 tr","Östermalm,",44 sqm,"1,5",Svensk Fastighetsförmedling Östermalm/Gärdet,957.0,3750000kr,Såld 12 december 2013,8,475752,,Stockholms kommun
31382,"Linnégatan 17A, 3tr","Östermalm,",29 sqm,1,Notar,1404.0,2400000kr,Såld  4 december 2013,14,475752,,Stockholms kommun
31383,"Linnégatan 27, 5 tr","Östermalm,","74,5 sqm",2,Erik Olsson Fastighetsförmedling,609.0,5900000kr,Såld  3 december 2013,13,475752,,Stockholms kommun
31384,"Linnégatan 39 A, 2½ tr","Östermalm,",65 sqm,2,Fastighetsbyrån Stockholm – Östermalm,3194.0,4515000kr,Såld 14 november 2013,5,475752,,Stockholms kommun
31385,"Linnégatan 17A, 2,5 tr","Östermalm,",40 sqm,2,HusmanHagberg Östermalm,1758.0,3200000kr,Såld 21 oktober 2013,8,475752,,Stockholms kommun
31386,"Linnégatan 16, 3tr","Östermalm / City,",41 sqm,2,Magnusson Mäkleri City AB,1978.0,3425000kr,Såld 16 oktober 2013,14,475752,,Stockholms kommun
31387,"Linnégatan 20, 1tr","Östermalm,","45,8 sqm",2,Notar,1953.0,3175000kr,Såld 11 oktober 2013,0,475752,,Stockholms kommun
31388,"Linnégatan 39B, 1 tr","Östermalm,",39 sqm,2,Mäklarhuset Stockholm Innerstan,1926.0,3100000kr,Såld  8 oktober 2013,9,475752,,Stockholms kommun
31389,"Linnégatan 90, 2 tr.","Östermalm,",99 sqm,"3,5",Bostadsrättsspecialisten,4580.0,7475000kr,Såld  7 oktober 2013,7,475752,,Stockholms kommun
31390,Linnégatan 65,"Östermalm,",32 sqm,1,Notar,2138.0,2490000kr,Såld 26 september 2013,0,475752,,Stockholms kommun
31391,"Linnégatan 80, 3tr","Östermalm,","60,6 sqm",2,Svensk Fastighetsförmedling Östermalm/Gärdet,354.0,4850000kr,Såld 12 september 2013,2,475752,,Stockholms kommun
31392,"Linnégatan 51, 2 tr","Östermalm,",37 sqm,"1,5",Mäklarhuset Stockholm Innerstan,893.0,2960000kr,Såld 23 augusti 2013,7,475752,,Stockholms kommun
